date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2019-01-04,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,11,10,4,,13.5,6,One Handsome Dude (IRE),4,G,144,t,3:34.40,214.40,6.50,Lee Edwards,Adam West,166.95,–,88,Canford Cliffs (IRE),Allegrina (IRE),Barathea,Steve Jolene Delemos,Chased leaders - ridden and unable to quicken over 2f out - soon beaten and weakened final furlong(op 7/1)
2019-01-04,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,11,2,5,,19.5,6,Golden Hour (USA),5,G,156,,3:35.60,215.60,101.00,Tom Scudamore,Simon Earle,,–,93,Medaglia dOro (USA),Morrow GB,Pivotal,R L Dacombe,Held up in rear - headway into midfield over 4f out - pushed along and unable to quicken over 2f out - soon beaten and weakened over 1f out
2019-01-04,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,11,9,6,,34.5,15,Grange Walk (IRE),4,G,141,,3:38.60,218.60,15.00,Sean Houlihan,Pat Phelan,,–,66,Thewayyouare (USA),A Woman In Love GB,Muhtarram,Edward Gleeson,Raced wide - held up in touch - headway to join leader halfway until ridden and lost place over 2f out - soon beaten and faded over 1f out
2019-01-04,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,11,8,7,,36.5,2,Dale Doback (GB),4,G,144,,3:39.00,219.00,17.00,Jamie Moore,Laura Mongan,,–,64,Medicean (GB),Emulate GB,Alhaarth,Mrs L J Mongan,With leader until halfway - stayed prominent until lost place quickly 3f out - soon behind and weakened 2f out(op 18/1 tchd 14/1 and tchd 20/1)
2019-01-04,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,11,1,8,,49.5,13,Dorado Dollar (IRE),5,G,156,,3:41.60,221.60,67.00,Charlie Poste,Ben Case,,–,63,Golden Lariat (USA),Stability Treaty (IRE),Old Vic,Jerry Wright,Well in touch in midfield - pushed along halfway - steadily lost place - well behind final 2f - tailed off (vet reported the gelding had lost its right-hind shoe)
2019-01-04,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,11,6,9,,59.5,10,Playing Games (GB),6,M,149,,3:43.60,223.60,7.50,Tom OBrien,Hughie Morrison,,–,46,Pastoral Pursuits (GB),Flirtatious GB,Generous,Mrs M D W Morrison,Held up in last pair - ridden over 4f out - soon struggling and well behind final 2f - tailed off(op 9/2 tchd 7/2)
2019-01-04,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,11,4,10,,61,1.5,Sharpes Rifles (GB),5,G,149,,3:43.90,223.90,34.00,Connor Brace,Fergal OBrien,,–,51,Arabian Gleam (GB),High Meadow Jo GB,Silver Patriarch,Sharpes Company,In touch towards rear - ridden 6f out - soon struggling and well behind final 2f - tailed off(op 40/1)
2019-01-04,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,11,5,11,,82,21,Thomas Cromwell (GB),6,G,156,t,3:48.10,228.10,34.00,Brendan Powell,Brendan Powell,,–,30,Sixties Icon (GB),Salim Toto GB,Mtoto,J H Widdows,Tracked leaders until lost place 6f out - ridden and struggling over 4f out - well behind final 2f - tailed off
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,3,1,,0,0,Lantiern (IRE),5,G,156,h,3:28.00,208.00,11.00,Nico de Boinville,Harry Whittington,2274.30,–,108,Salutino (GER),Luas Luso (IRE),Luso,Holt Robinson Macnabb Clark Weedon,Took keen hold - held up towards rear - smooth progress to track leader 2f out - shaken up over 1f out - led last 150yds - stayed on well
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,12,2,,2.25,2.25,Parisian Affair (GB),4,F,140,,3:28.45,208.45,34.00,Bryony Frost,Neil King,667.80,–,90,Champs Elysees (GB),Trinkila (USA),Cat Thief,D S Lee,Held up in last pair - progress on wide outside over 2f out - shaken up and stayed on to take 2nd near finish(op 25/1)
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,7,3,,3.25,1,Pour Joie (GB),4,G,154,,3:28.65,208.65,3.75,Aidan Coleman,Ian Williams,333.90,–,103,Pour Moi (IRE),Lupa Montana (USA),Giants Causeway,Helen Jameson Racing Partnership,Close up - progress to lead over 2f out going easily - shaken up over 1f out - headed and not quicken last 150yds - lost 2nd near finish(op 9/4 tchd 3/1)
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,10,4,,4.25,1,Reeceltic (GB),4,G,144,p,3:28.85,208.85,17.00,Sean Houlihan,Pat Phelan,166.95,–,95,Champs Elysees (GB),Sense Of Pride GB,Sadlers Wells,Celtic Contractors Limited,Took keen hold - held up well in rear - pushed along over 4f out - progress on inner over 2f out - ridden and stayed on same pace from over 1f out(op 33/1)
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,6,5,,5.5,1.25,Arkyn (FR),4,G,154,,3:29.10,209.10,2.25,Wayne Hutchinson,Alan King,,–,101,Champs Elysees (GB),Fever Fever (USA),Elusive Quality,J Law,Held up in midfield - shoved along over 4f out and lost place - rallied over 2f out - driven and stayed on but not pace to challenge(op 7/4)
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,2,6,,16.5,11,Glengar (IRE),5,G,156,,3:31.30,211.30,34.00,Tom Scudamore,Neil Mulholland,,–,92,Stowaway (GB),Accordeon Royale (IRE),Accordion,Equi Ex Incertis Partners,Held up in last pair - going well enough over 4f out - pushed along over 2f out - passed weakening rivals after but lost ground on leaders(op 25/1)
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,1,7,,19.5,3,Eye Of An Eagle (FR),6,G,156,,3:31.90,211.90,13.00,Tom Cannon,David Arbuthnot,,–,89,Lindas Lad (GB),Vie Des Aigles (FR),Alamo Bay,A T A Wates,Prominent on outer - still right there well over 2f out - weakened well over 1f out(op 18/1)
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,4,8,,22.5,3,Richie Valentine (GB),5,G,156,t,3:32.50,212.50,51.00,Gavin Sheehan,Jamie Snowden,,–,86,Native Ruler (GB),Karmest GB,Best Of The Bests,R Davies,Led to over 3f out - still on terms over 2f out - weakened quickly well over 1f out
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,8,9,,22.5,0.05,Ehmaj (JPN),4,G,147,,3:32.51,212.51,6.50,James Bowen,Jane Chapple-Hyam,,–,76,Empire Maker (USA),Upward Spiral GB,Teofilo,Bryan Hirst Jane Chapple Hyam,Held up in midfield - not clear run well over 2f out - shaken up and no progress soon after - weakened over 1f out (gelding was kicked by another runner at the start - vet deemed the gelding fit to run. Vet said gelding lost it's left fore shoe)(op 4/1)
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,5,10,,24.75,2.25,Steady Away (IRE),5,G,151,,3:32.95,212.95,15.00,Rex Dingle,Nicky Martin,,–,83,Fame And Glory (GB),Inch Pride (IRE),Beneficial,Bradley Partnership,Raced on outer - in touch until dropped to last and weakened over 3f out(tchd 16/1)
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,11,11,,27.75,3,Libbretta (GB),4,F,140,,3:33.55,213.55,101.00,Mattie Batchelor,John E Long,,–,64,Libranno (GB),Dispol Katie GB,Komaite,Mrs A M Sturges,Well placed - tracked leaders 7f out - led over 3f out to over 2f out - weakened quickly
2019-02-18,GB,Lingfield (AW),1:45,Sky Sports Racing Sky 415 Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,12,9,12,,29.5,1.75,Ethandexter (GB),4,G,147,,3:33.90,213.90,101.00,Marc Goldstein,Michael Madgwick,,–,69,Alkaased (USA),Miss Venice (IRE),Fasliyev,Sheepwash Syndicate,Chased leader to 7f out - urged along over 4f out lost place and weakened over 2f out
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,9,1,,0,0,Northern Poet (IRE),4,G,154,,3:34.60,214.60,7.00,Leighton Aspell,Nick Gifford,2274.30,–,105,Yeats (IRE),Crowning Virtue (IRE),Jimble,The Hope Springs Syndicate,Held up in rear - headway and prominent over 2f out - soon ridden - led and edged left inside final furlong - kept on well(tchd 7/1)
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,12,2,,1.25,1.25,Global Harmony (IRE),4,F,140,,3:34.85,214.85,15.00,William Marshall,Dan Skelton,667.80,–,97,Flemensfirth (USA),Violin Davis (FR),Turgeon,Mrs Susan Carsberg,Prominent on outer - smooth headway to challenge over 2f out - ridden and led over 1f out - headed inside final furlong - kept on
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,3,3,,5.75,4.5,Copperless (GB),4,G,154,,3:35.75,215.75,2.00,Richard Johnson,Olly Murphy,333.90,–,99,Kayf Tara (GB),Presenting Copper (IRE),Presenting,Aiden Murphy Alan Peterson,Tracked leaders - led going easily over 2f out - ridden and headed over 1f out - outpaced final furlong(tchd 10/11)
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,1,4,,7.25,1.5,Ace Time (GB),5,G,154,,3:36.05,216.05,17.00,Adam Wedge,J R Jenkins,166.95,–,98,Sinndar (IRE),Desert Run (IRE),Desert Prince,Mrs Wendy Jenkins,Held up in rear - headway over 3f out - ridden and hung left over 1f out - kept on final furlong - made no impression(tchd 14/1)
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,2,5,,8.25,1,Ballycloven Beat (IRE),4,G,154,,3:36.25,216.25,21.00,Joshua Moore,Gary Moore,,–,97,Beat Hollow (GB),Sel GB,Salse,John Manogue,Held up in rear - pushed along and headway over 3f out - outpaced over 2f out - kept on final furlong - never able to challenge(op 25/1)
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,7,6,,9,.75,Joseph Hobson (IRE),4,G,154,,3:36.40,216.40,6.00,Alan Johns,Tim Vaughan,,–,96,Dubawi (IRE),Profound Beauty (IRE),Danehill,The Wheatsheafs,Close up - led going easily over 3f out - headed over 2f out - ridden and weakened over 1f out(op 6/1)
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,11,7,,10.5,1.5,China Flower (IRE),4,F,144,,3:36.70,216.70,17.00,Ned Curtis,Toby Lawes,,–,88,Shantou (USA),Erins Stage (IRE),Kings Theatre,A T A Wates,Midfield - steady headway over 4f out - ridden and outpaced over 3f out - never able to challenge
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,13,8,,16.5,6,Just A Sip (GB),4,F,147,,3:37.90,217.90,9.00,Harry Bannister,Warren Greatrex,,–,82,Great Pretender (IRE),One Gulp GB,Hernando,Swanee River Partnership,Took keen hold - led - headed over 3f out - ridden and weakened from 2f out(op 7/1)
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,6,9,,17.5,1,Hewn From Granite (GB),4,G,151,,3:38.10,218.10,41.00,Kevin Jones,Seamus Mullins,,–,88,Yeats (IRE),Luccombe Chine GB,Karinga Bay,The Hopeful Partnership,Midfield on inner - ridden and lost position over 4f out - never dangerous(op 50/1)
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,10,10,,22,4.5,Pointed Spear (IRE),6,G,154,,3:39.00,219.00,67.00,Robert Dunne,Thomas Gallagher,,–,83,Dahjee (USA),Exit Stage Left (IRE),Exit To Nowhere,John Reddington,Towards rear - ridden and outpaced over 3f out - soon beaten
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,4,11,,40,18,Dale Doback (GB),4,G,154,,3:42.60,222.60,51.00,Jamie Moore,Laura Mongan,,–,65,Medicean (GB),Emulate GB,Alhaarth,Mrs L J Mongan,Midfield - ridden and struggling over 4f out - lost touch from over 2f out
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,8,12,,78,38,Mountain So High (IRE),6,G,149,,3:50.20,230.20,51.00,Katie OFarrell,Thomas Gallagher,,–,27,Mountain High (IRE),Marigier (IRE),Presenting,John Reddington,Took keen hold - close up - lost position over 4f out - soon tailed off
2019-11-12,GB,Lingfield (AW),12:50,Arthur Joyce Acii Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,5,13,,95,17,Gorgeous George (GB),5,G,154,h,3:53.60,233.60,51.00,James Davies,Richard Rowe,,–,10,Fair Mix (IRE),Streccia GB,Old Vic,Mrs Sally Doyle,Held up in last - struggling over 4f out - soon tailed off(tchd 33/1)
2019-11-19,GB,Lingfield (AW),12:30,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,5,1,,0,0,Osprey Call (IRE),4,G,154,,3:52.01,232.01,8.50,Leighton Aspell,Noel Williams,2274.30,–,98,Winged Love (IRE),Courting Whitney (IRE),Witness Box,Allison Allison Williams,Held up in last - headway 4f out - made strong challenge on outer 2f out - led over 1f out - soon 3 lengths ahead - kept on well(op 11/1 tchd 8/1 and tchd 12/1)
2019-11-19,GB,Lingfield (AW),12:30,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,1,2,,1,1,Courtandbould (IRE),5,G,154,,3:52.21,232.21,5.50,Paddy Brennan,Fergal OBrien,667.80,–,97,Court Cave (IRE),Seaneen Mac Ri (IRE),Alderbrook,Craig Laura Buckingham,Tracked leaders - ridden under 3f out - went second inside final 110yds - kept on well(op 7/2)
2019-11-19,GB,Lingfield (AW),12:30,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,3,3,,1.25,0.2,Getaway Luv (IRE),4,G,154,,3:52.30,232.30,3.25,Aidan Coleman,Olly Murphy,333.90,–,97,Getaway (GER),Ut Love (FR),Ballingarry,C Boultbee Brooks,Towards rear on inner - ridden and outpaced over 2f out - kept on strongly from 1f out - nearest finish(op 5/2 tchd 11/4)
2019-11-19,GB,Lingfield (AW),12:30,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,6,4,,2.75,1.5,Shirocco Sunflower (GB),4,F,147,,3:52.56,232.56,21.00,James Bowen,Ali Stronge,166.95,–,89,Shirocco (GER),Fleur De Nikos (FR),Nikos,Wellington Thoroughbred Racing 1,Took keen hold - pressed leader - disputed lead 4f out - ridden 3f out - bit short of room over 1f out - kept on inside final furlong(op 16/1)
2019-11-19,GB,Lingfield (AW),12:30,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,4,5,,3.25,.5,Loughan (IRE),4,G,154,,3:52.66,232.66,2.50,Harry Skelton,Dan Skelton,,–,95,Yeats (IRE),Quiet Thought (IRE),Bob Back,Trevor Hemmings,Chased leaders - headway and joined leaders 4f out - led 3f out - soon ridden - headed over 1f out - hung left inside final furlong - no extra towards finish(op 13/8)
2019-11-19,GB,Lingfield (AW),12:30,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,2,6,,5.5,2.25,Fort Summer (IRE),4,G,154,t,3:53.11,233.11,13.00,Tom Scudamore,David Pipe,,–,92,Kalanisi (IRE),Glen Ellie (IRE),Anshan,Two Hopes,Led at slow pace - joined 4f out - ridden and headed 3f out - outpaced 2f out - beaten final furlong(op 10/1)
2019-12-03,GB,Lingfield (AW),12:45,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,8,1,,0,0,Minella Tara (IRE),4,G,154,,3:32.60,212.60,2.62,Paddy Brennan,Fergal OBrien,2534.22,–,107,Kayf Tara (GB),Jolie Landaise (FR),Beaudelaire,Graham And Alison Jelley,Towards rear - headway 5f out - ridden and chased leaders over 2f out - hung left and bumped over 1f out - led inside final furlong - ran on(op 2/1 tchd 9/4)
2019-12-03,GB,Lingfield (AW),12:45,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,1,2,,.75,.75,Northern Poet (IRE),4,G,161,,3:32.75,212.75,4.33,Leighton Aspell,Nick Gifford,744.12,–,112,Yeats (IRE),Crowning Virtue (IRE),Jimble,The Hope Springs Syndicate,Took keen hold - midfield - tracked leaders 6f out - ridden over 2f out - bumped rival and hampered over 1f out - went second towards finish - kept on(tchd 3/1)
2019-12-03,GB,Lingfield (AW),12:45,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,9,3,,2.5,1.75,Mr Perfect (IRE),4,G,147,,3:33.10,213.10,8.00,Charlie Todd,Ian Williams,372.06,–,103,Mustameet (USA),Crescendor (FR),Lavirco,Spencer Coomes,Prominent in chasing group - headway and close up 7f out - ridden over 2f out - led over 1f out - headed inside final furlong - lost second towards finish(op 9/1)
2019-12-03,GB,Lingfield (AW),12:45,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,2,4,,7.5,5,Ace Time (GB),5,G,154,,3:34.10,214.10,21.00,Adam Wedge,J R Jenkins,186.03,–,98,Sinndar (IRE),Desert Run (IRE),Desert Prince,Mrs Wendy Jenkins,Towards rear - headway and chased leaders 3f out - stumbled home turn - soon ridden - stayed on from 2f out - not pace to challenge(op 16/1)
2019-12-03,GB,Lingfield (AW),12:45,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,4,5,,9.75,2.25,Ballycloven Beat (IRE),4,G,154,,3:34.55,214.55,26.00,Joshua Moore,Gary Moore,,–,96,Beat Hollow (GB),Sel GB,Salse,John Manogue,Prominent in chasing group - headway and tracked leader 7f out - ridden and led 3f out - headed over 1f out - weakened inside final furlong(op 20/1)
2019-12-03,GB,Lingfield (AW),12:45,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,5,6,,12.25,2.5,Edward Blue (IRE),4,G,154,t,3:35.05,215.05,11.00,Daryl Jacob,Noel Williams,,–,93,Vinnie Roe (IRE),Gold Shot GB,Polish Precedent,Robert Skillen,Towards rear - headway and midfield 5f out - ridden over 3f out - made no impression(op 8/1)
2019-12-03,GB,Lingfield (AW),12:45,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,7,7,,13,.75,Millstone (GB),5,G,154,,3:35.20,215.20,13.00,Tom Cannon,Alan King,,–,95,Alkaased (USA),Stoney Path GB,Petoski,Mrs S C Welch,Towards rear - pushed along over 4f out - made no impression(op 11/1 tchd 10/1)
2019-12-03,GB,Lingfield (AW),12:45,Follow At The Races On Twitter Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,3,8,,13.25,0.3,Arc Of Bubbles (IRE),4,G,151,t,3:35.25,215.25,67.00,Paul OBrien,Helen Nelmes,,–,92,Arcadio (GER),Bubble Bann (IRE),Hubbly Bubbly,Matthew James Hoskins,Always towards rear
